condition,step,hypothesis,odds_accumulated,odds_recognizer,abs_log_error
s40_off,247,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.751460e-01,1.751460e-01,2.22e-16
s40_off,247,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e-02,9.119963e-02,0.00e+00
s40_off,248,ac_activation(?ac_switch=ac_switch_0),3.094859e-04,3.094859e-04,0.00e+00
s40_off,248,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.697359e-01,1.697359e-01,0.00e+00
s40_off,248,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e-02,9.119963e-02,0.00e+00
s40_off,249,ac_activation(?ac_switch=ac_switch_0),2.697506e-04,2.697506e-04,0.00e+00
s40_off,249,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.639955e-01,1.639955e-01,0.00e+00
s40_off,249,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e-02,9.119963e-02,0.00e+00
s40_off,250,ac_activation(?ac_switch=ac_switch_0),2.341909e-04,2.341909e-04,0.00e+00
s40_off,250,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.579052e-01,1.579052e-01,0.00e+00
s40_off,250,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e-02,9.119963e-02,4.44e-16
s40_off,251,ac_activation(?ac_switch=ac_switch_0),2.025024e-04,2.025024e-04,0.00e+00
s40_off,251,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.514469e-01,1.514469e-01,2.22e-16
s40_off,251,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e-02,9.119963e-02,4.44e-16
s40_off,252,ac_activation(?ac_switch=ac_switch_0),1.743859e-04,1.743859e-04,0.00e+00
s40_off,252,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.446047e-01,1.446047e-01,0.00e+00
s40_off,252,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e-02,9.119963e-02,4.44e-16
s40_off,253,ac_activation(?ac_switch=ac_switch_0),1.495490e-04,1.495490e-04,0.00e+00
s40_off,253,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.373673e-01,1.373673e-01,0.00e+00
s40_off,253,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e-02,9.119963e-02,4.44e-16
s40_off,254,ac_activation(?ac_switch=ac_switch_0),1.277082e-04,1.277082e-04,0.00e+00
s40_off,254,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.297298e-01,1.297298e-01,0.00e+00
s40_off,254,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e-02,9.119963e-02,0.00e+00
s40_off,255,ac_activation(?ac_switch=ac_switch_0),1.085902e-04,1.085902e-04,0.00e+00
s40_off,255,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.216969e-01,1.216969e-01,0.00e+00
s40_off,255,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e-02,9.119963e-02,4.44e-16
s40_off,256,ac_activation(?ac_switch=ac_switch_0),9.193395e-05,9.193395e-05,0.00e+00
s40_off,256,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.132861e-01,1.132861e-01,0.00e+00
s40_off,256,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e-02,9.119963e-02,0.00e+00
s40_off,257,ac_activation(?ac_switch=ac_switch_0),7.749126e-05,7.749126e-05,0.00e+00
s40_off,257,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.045325e-01,1.045325e-01,0.00e+00
s40_off,257,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e-02,9.119963e-02,0.00e+00
s40_off,258,ac_activation(?ac_switch=ac_switch_0),6.502829e-05,6.502829e-05,0.00e+00
s40_off,258,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",9.549275e-02,9.549275e-02,0.00e+00
s40_off,258,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e-02,9.119963e-02,0.00e+00
s40_off,259,ac_activation(?ac_switch=ac_switch_0),5.432610e-05,5.432610e-05,0.00e+00
s40_off,259,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",8.624931e-02,8.624931e-02,0.00e+00
s40_off,259,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e-02,9.119963e-02,0.00e+00
s40_off,260,ac_activation(?ac_switch=ac_switch_0),4.518122e-05,4.518122e-05,0.00e+00
s40_off,260,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",7.691288e-02,7.691288e-02,0.00e+00
s40_off,260,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e-02,9.119963e-02,0.00e+00
s40_off,261,ac_activation(?ac_switch=ac_switch_0),3.740591e-05,3.740591e-05,0.00e+00
s40_off,261,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",6.762209e-02,6.762209e-02,0.00e+00
s40_off,261,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e-02,9.119963e-02,0.00e+00
s40_off,262,ac_activation(?ac_switch=ac_switch_0),3.082817e-05,3.082817e-05,0.00e+00
s40_off,262,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",5.853880e-02,5.853880e-02,0.00e+00
s40_off,262,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e-02,9.119963e-02,0.00e+00
s40_off,263,ac_activation(?ac_switch=ac_switch_0),2.529158e-05,2.529158e-05,0.00e+00
s40_off,263,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",4.983788e-02,4.983788e-02,0.00e+00
s40_off,263,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e-02,9.119963e-02,4.44e-16
s40_off,264,ac_activation(?ac_switch=ac_switch_0),2.065493e-05,2.065493e-05,0.00e+00
s40_off,264,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",4.169190e-02,4.169190e-02,0.00e+00
s40_off,264,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e-02,9.119963e-02,0.00e+00
s40_off,265,ac_activation(?ac_switch=ac_switch_0),1.679162e-05,1.679162e-05,0.00e+00
s40_off,265,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",3.425296e-02,3.425296e-02,0.00e+00
s40_off,265,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e-02,9.119963e-02,4.44e-16
s40_off,266,ac_activation(?ac_switch=ac_switch_0),1.358900e-05,1.358900e-05,0.00e+00
s40_off,266,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",2.763526e-02,2.763526e-02,0.00e+00
s40_off,266,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e-02,9.119963e-02,0.00e+00
s40_off,267,ac_activation(?ac_switch=ac_switch_0),1.094752e-05,1.094752e-05,0.00e+00
s40_off,267,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",2.190302e-02,2.190302e-02,4.44e-16
s40_off,267,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e-02,9.119963e-02,4.44e-16
s40_off,268,ac_activation(?ac_switch=ac_switch_0),8.779886e-06,8.779886e-06,0.00e+00
s40_off,268,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.706665e-02,1.706665e-02,0.00e+00
s40_off,268,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e-02,9.119963e-02,0.00e+00
s40_off,269,ac_activation(?ac_switch=ac_switch_0),7.010034e-06,7.010034e-06,0.00e+00
s40_off,269,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.308767e-02,1.308767e-02,0.00e+00
s40_off,269,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e-02,9.119963e-02,0.00e+00
s40_off,270,ac_activation(?ac_switch=ac_switch_0),5.572192e-06,5.572192e-06,0.00e+00
s40_off,270,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",9.890185e-03,9.890185e-03,0.00e+00
s40_off,270,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e-01,9.119963e-01,1.25e-16
s40_off,271,ac_activation(?ac_switch=ac_switch_0),5.572192e-06,5.572192e-06,0.00e+00
s40_off,271,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",9.890185e-03,9.890185e-03,0.00e+00
s40_off,271,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e-01,9.119963e-01,1.25e-16
s40_off,272,ac_activation(?ac_switch=ac_switch_0),5.572192e-06,5.572192e-06,0.00e+00
s40_off,272,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",9.890185e-02,9.890185e-02,0.00e+00
s40_off,272,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e-01,9.119963e-01,1.25e-16
s40_off,273,ac_activation(?ac_switch=ac_switch_0),5.572192e-06,5.572192e-06,0.00e+00
s40_off,273,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",9.890185e-02,9.890185e-02,0.00e+00
s40_off,273,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e-01,9.119963e-01,1.25e-16
s40_off,274,ac_activation(?ac_switch=ac_switch_0),5.518580e-06,5.518580e-06,0.00e+00
s40_off,274,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",9.890185e-02,9.890185e-02,0.00e+00
s40_off,274,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,275,ac_activation(?ac_switch=ac_switch_0),5.463059e-06,5.463059e-06,0.00e+00
s40_off,275,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",9.890185e-02,9.890185e-02,0.00e+00
s40_off,275,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,4.44e-16
s40_off,276,ac_activation(?ac_switch=ac_switch_0),5.405532e-06,5.405532e-06,0.00e+00
s40_off,276,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",7.955449e-01,7.955449e-01,1.39e-16
s40_off,276,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,277,ac_activation(?ac_switch=ac_switch_0),5.345898e-06,5.345898e-06,0.00e+00
s40_off,277,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",6.156192e-01,6.156192e-01,0.00e+00
s40_off,277,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,278,ac_activation(?ac_switch=ac_switch_0),5.284048e-06,5.284048e-06,0.00e+00
s40_off,278,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",4.602771e-01,4.602771e-01,1.11e-16
s40_off,278,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,279,ac_activation(?ac_switch=ac_switch_0),5.219868e-06,5.219868e-06,0.00e+00
s40_off,279,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",3.344010e-01,3.344010e-01,2.22e-16
s40_off,279,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,4.44e-16
s40_off,280,ac_activation(?ac_switch=ac_switch_0),5.153237e-06,5.153237e-06,0.00e+00
s40_off,280,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",2.375134e-01,2.375134e-01,0.00e+00
s40_off,280,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,281,ac_activation(?ac_switch=ac_switch_0),5.084025e-06,5.084025e-06,0.00e+00
s40_off,281,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.658424e-01,1.658424e-01,2.22e-16
s40_off,281,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,282,ac_activation(?ac_switch=ac_switch_0),5.012099e-06,5.012099e-06,0.00e+00
s40_off,282,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.143666e-01,1.143666e-01,4.44e-16
s40_off,282,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,283,ac_activation(?ac_switch=ac_switch_0),4.937313e-06,4.937313e-06,0.00e+00
s40_off,283,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",7.817379e-02,7.817379e-02,0.00e+00
s40_off,283,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,4.44e-16
s40_off,284,ac_activation(?ac_switch=ac_switch_0),4.859517e-06,4.859517e-06,0.00e+00
s40_off,284,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",5.310562e-02,5.310562e-02,4.44e-16
s40_off,284,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,4.44e-16
s40_off,285,ac_activation(?ac_switch=ac_switch_0),4.778552e-06,4.778552e-06,0.00e+00
s40_off,285,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",3.592274e-02,3.592274e-02,0.00e+00
s40_off,285,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,4.44e-16
s40_off,286,ac_activation(?ac_switch=ac_switch_0),4.694250e-06,4.694250e-06,0.00e+00
s40_off,286,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",2.422885e-02,2.422885e-02,0.00e+00
s40_off,286,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,287,ac_activation(?ac_switch=ac_switch_0),4.606437e-06,4.606437e-06,0.00e+00
s40_off,287,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.630931e-02,1.630931e-02,0.00e+00
s40_off,287,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,4.44e-16
s40_off,288,ac_activation(?ac_switch=ac_switch_0),4.514931e-06,4.514931e-06,0.00e+00
s40_off,288,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.096365e-02,1.096365e-02,0.00e+00
s40_off,288,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,4.44e-16
s40_off,289,ac_activation(?ac_switch=ac_switch_0),4.419541e-06,4.419541e-06,0.00e+00
s40_off,289,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",7.363426e-03,7.363426e-03,0.00e+00
s40_off,289,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,290,ac_activation(?ac_switch=ac_switch_0),4.320073e-06,4.320073e-06,0.00e+00
s40_off,290,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",4.942405e-03,4.942405e-03,0.00e+00
s40_off,290,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,291,ac_activation(?ac_switch=ac_switch_0),4.216328e-06,4.216328e-06,0.00e+00
s40_off,291,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",3.316016e-03,3.316016e-03,0.00e+00
s40_off,291,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,292,ac_activation(?ac_switch=ac_switch_0),4.108103e-06,4.108103e-06,0.00e+00
s40_off,292,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",2.224196e-03,2.224196e-03,0.00e+00
s40_off,292,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,293,ac_activation(?ac_switch=ac_switch_0),3.995199e-06,3.995199e-06,0.00e+00
s40_off,293,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.491582e-03,1.491582e-03,0.00e+00
s40_off,293,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,294,ac_activation(?ac_switch=ac_switch_0),3.877418e-06,3.877418e-06,0.00e+00
s40_off,294,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.000151e-03,1.000151e-03,0.00e+00
s40_off,294,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,295,ac_activation(?ac_switch=ac_switch_0),3.754572e-06,3.754572e-06,0.00e+00
s40_off,295,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",6.705722e-04,6.705722e-04,0.00e+00
s40_off,295,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,296,ac_activation(?ac_switch=ac_switch_0),3.626492e-06,3.626492e-06,0.00e+00
s40_off,296,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",4.495723e-04,4.495723e-04,0.00e+00
s40_off,296,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,297,ac_activation(?ac_switch=ac_switch_0),3.493030e-06,3.493030e-06,1.78e-15
s40_off,297,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",3.013947e-04,3.013947e-04,0.00e+00
s40_off,297,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,298,ac_activation(?ac_switch=ac_switch_0),3.354077e-06,3.354077e-06,0.00e+00
s40_off,298,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",2.020502e-04,2.020502e-04,1.78e-15
s40_off,298,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,299,ac_activation(?ac_switch=ac_switch_0),3.209568e-06,3.209568e-06,0.00e+00
s40_off,299,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.354486e-04,1.354486e-04,1.78e-15
s40_off,299,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,300,ac_activation(?ac_switch=ac_switch_0),3.059509e-06,3.059509e-06,0.00e+00
s40_off,300,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",9.079946e-05,9.079946e-05,0.00e+00
s40_off,300,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,301,ac_activation(?ac_switch=ac_switch_0),2.903987e-06,2.903987e-06,0.00e+00
s40_off,301,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",6.086781e-05,6.086781e-05,0.00e+00
s40_off,301,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,302,ac_activation(?ac_switch=ac_switch_0),2.743202e-06,2.743202e-06,0.00e+00
s40_off,302,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",4.080270e-05,4.080270e-05,0.00e+00
s40_off,302,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,303,ac_activation(?ac_switch=ac_switch_0),2.577488e-06,2.577488e-06,0.00e+00
s40_off,303,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",2.735191e-05,2.735191e-05,0.00e+00
s40_off,303,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,304,ac_activation(?ac_switch=ac_switch_0),2.407346e-06,2.407346e-06,0.00e+00
s40_off,304,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.833516e-05,1.833516e-05,0.00e+00
s40_off,304,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,305,ac_activation(?ac_switch=ac_switch_0),2.233478e-06,2.233478e-06,0.00e+00
s40_off,305,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.229080e-05,1.229080e-05,0.00e+00
s40_off,305,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,306,ac_activation(?ac_switch=ac_switch_0),2.056810e-06,2.056810e-06,0.00e+00
s40_off,306,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",8.238999e-06,8.238999e-06,0.00e+00
s40_off,306,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,307,ac_activation(?ac_switch=ac_switch_0),1.878523e-06,1.878523e-06,0.00e+00
s40_off,307,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",5.522909e-06,5.522909e-06,0.00e+00
s40_off,307,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,308,ac_activation(?ac_switch=ac_switch_0),1.700063e-06,1.700063e-06,0.00e+00
s40_off,308,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",3.702205e-06,3.702205e-06,0.00e+00
s40_off,308,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,309,ac_activation(?ac_switch=ac_switch_0),1.523137e-06,1.523137e-06,0.00e+00
s40_off,309,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",2.481718e-06,2.481718e-06,1.78e-15
s40_off,309,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,310,ac_activation(?ac_switch=ac_switch_0),1.349680e-06,1.349680e-06,0.00e+00
s40_off,310,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.663580e-06,1.663580e-06,1.78e-15
s40_off,310,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,311,ac_activation(?ac_switch=ac_switch_0),1.181787e-06,1.181787e-06,0.00e+00
s40_off,311,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.115153e-06,1.115153e-06,0.00e+00
s40_off,311,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,312,ac_activation(?ac_switch=ac_switch_0),1.021620e-06,1.021620e-06,0.00e+00
s40_off,312,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",7.475234e-07,7.475234e-07,0.00e+00
s40_off,312,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,313,ac_activation(?ac_switch=ac_switch_0),8.712629e-07,8.712629e-07,0.00e+00
s40_off,313,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",5.010888e-07,5.010888e-07,0.00e+00
s40_off,313,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,314,ac_activation(?ac_switch=ac_switch_0),7.325774e-07,7.325774e-07,1.78e-15
s40_off,314,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",3.358955e-07,3.358955e-07,0.00e+00
s40_off,314,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,315,ac_activation(?ac_switch=ac_switch_0),6.070437e-07,6.070437e-07,1.78e-15
s40_off,315,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",2.251611e-07,2.251611e-07,0.00e+00
s40_off,315,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,316,ac_activation(?ac_switch=ac_switch_0),4.956371e-07,4.956371e-07,0.00e+00
s40_off,316,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.509323e-07,1.509323e-07,0.00e+00
s40_off,316,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,317,ac_activation(?ac_switch=ac_switch_0),3.987536e-07,3.987536e-07,0.00e+00
s40_off,317,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.011744e-07,1.011744e-07,0.00e+00
s40_off,317,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,318,ac_activation(?ac_switch=ac_switch_0),3.162020e-07,3.162020e-07,0.00e+00
s40_off,318,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",6.782018e-08,6.782018e-08,0.00e+00
s40_off,318,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,319,ac_activation(?ac_switch=ac_switch_0),2.472629e-07,2.472629e-07,0.00e+00
s40_off,319,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",4.546183e-08,4.546183e-08,0.00e+00
s40_off,319,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,320,ac_activation(?ac_switch=ac_switch_0),1.908008e-07,1.908008e-07,0.00e+00
s40_off,320,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",3.047436e-08,3.047436e-08,0.00e+00
s40_off,320,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,321,ac_activation(?ac_switch=ac_switch_0),1.454047e-07,1.454047e-07,0.00e+00
s40_off,321,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",2.042783e-08,2.042783e-08,0.00e+00
s40_off,321,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,322,ac_activation(?ac_switch=ac_switch_0),1.095320e-07,1.095320e-07,0.00e+00
s40_off,322,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.369334e-08,1.369334e-08,0.00e+00
s40_off,322,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,323,ac_activation(?ac_switch=ac_switch_0),8.163439e-08,8.163439e-08,0.00e+00
s40_off,323,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",9.179024e-09,9.179024e-09,0.00e+00
s40_off,323,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,324,ac_activation(?ac_switch=ac_switch_0),6.025335e-08,6.025335e-08,0.00e+00
s40_off,324,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",6.152950e-09,6.152950e-09,0.00e+00
s40_off,324,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,325,ac_activation(?ac_switch=ac_switch_0),4.408195e-08,4.408195e-08,0.00e+00
s40_off,325,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",4.124489e-09,4.124489e-09,0.00e+00
s40_off,325,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,326,ac_activation(?ac_switch=ac_switch_0),3.199537e-08,3.199537e-08,0.00e+00
s40_off,326,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",2.764755e-09,2.764755e-09,0.00e+00
s40_off,326,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,327,ac_activation(?ac_switch=ac_switch_0),2.305737e-08,2.305737e-08,0.00e+00
s40_off,327,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.853289e-09,1.853289e-09,0.00e+00
s40_off,327,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.119963e+00,9.119963e+00,0.00e+00
s40_off,328,ac_activation(?ac_switch=ac_switch_0),1.651009e-08,1.651009e-08,0.00e+00
s40_off,328,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.242308e-09,1.242308e-09,0.00e+00
